Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,Km_m,Municipio,TipoPista,Sentido,Situacao,DataDaInativacao,Latitude,Longitude,VelocidadeLeve
570,VIA BAHIA,2003,Controlador,BR-116,BA,"828,221",Vitória da Conquista,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-14,895388","-40,865250",40
571,VIA BAHIA,2003,Controlador,BR-116,BA,"818,995",Vitória da Conquista,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-14,828666","-40,828111",60
572,VIA BAHIA,2003,Controlador,BR-116,BA,"818,995",Vitória da Conquista,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-14,828666","-40,828111",60
573,VIA BAHIA,2003,Controlador,BR-324,BA,"620,900",Salvador,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-12,920777","-38,466445",80
574,VIA COSTEIRA,2020,Controlador,BR-101,SC,"259,700",Paulo Lopes,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,020139","-48,698833",80
575,VIA COSTEIRA,2020,Controlador,BR-101,SC,"264,600",Garopaba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,059667","-48,716944",110
576,VIA COSTEIRA,2020,Controlador,BR-101,SC,"255,600",Paulo Lopes,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,990306","-48,680028",80
577,VIA COSTEIRA,2020,Controlador,BR-101,SC,"252,400",Paulo Lopes,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-27,961722","-48,679278",110
578,VIA COSTEIRA,2020,Controlador,BR-101,SC,"275,900",Imbituba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,157222","-48,692972",110
579,VIA COSTEIRA,2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,170194","-48,694306",110
580,VIA COSTEIRA,2020,Controlador,BR-101,SC,"287,100",Imbituba,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,257278","-48,704083",110
581,VIA COSTEIRA,2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,170194","-48,694306",110
582,VIA COSTEIRA,2020,Controlador,BR-101,SC,"304,000",Laguna,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,388028","-48,774389",110
583,VIA COSTEIRA,2020,Controlador,BR-101,SC,"289,500",Imbituba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,278111","-48,700250",110
584,VIA COSTEIRA,2020,Controlador,BR-101,SC,"334,700",Tubarão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,473194","-49,024667",110
585,VIA COSTEIRA,2020,Controlador,BR-101,SC,"334,900",Tubarão,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,474528","-49,026389",110
586,VIA COSTEIRA,2020,Controlador,BR-101,SC,"325,400",Capivari de Baixo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,428611","-48,948917",110
587,VIA COSTEIRA,2020,Controlador,BR-101,SC,"324,900",Capivari de Baixo,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,426083","-48,944472",110
588,VIA COSTEIRA,2020,Controlador,BR-101,SC,"318,400",Pescaria Brava,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,428306","-48,881194",110
589,VIA COSTEIRA,2020,Controlador,BR-101,SC,"360,600",Sangão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,669472","-49,120139",110
590,VIA COSTEIRA,2020,Controlador,BR-101,SC,"367,500",Sangão,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,697694","-49,181528",110
591,VIA COSTEIRA,2020,Controlador,BR-101,SC,"363,400",Sangão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,681222","-49,144361",110
592,VIA COSTEIRA,2020,Controlador,BR-101,SC,"361,900",Sangão,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,676472","-49,130083",110
593,VIA COSTEIRA,2020,Controlador,BR-101,SC,"252,000",Paulo Lopes,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-27,958250","-48,678000",110
594,VIA COSTEIRA,2020,Controlador,BR-101,SC,"269,032",Imbituba,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,097500","-48,705667",110
595,VIA COSTEIRA,2020,Controlador,BR-101,SC,"324,000",Pescaria Brava,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,424583","-48,935806",110
596,VIA COSTEIRA,2020,Controlador,BR-101,SC,"336,800",Tubarão,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,486889","-49,038056",80
597,VIA COSTEIRA,2020,Controlador,BR-101,SC,"347,280",Jaguaruna,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,577374","-49,052481",110
598,VIA COSTEIRA,2020,Controlador,BR-101,SC,"347,840",Jaguaruna,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,582194","-49,050361",110
599,VIA COSTEIRA,2020,Controlador,BR-101,SC,"355,300",Sangão,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,630889","-49,089667",110
600,VIA COSTEIRA,2020,Controlador,BR-101,SC,"371,900",Içara,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,714556","-49,221417",110
601,VIA COSTEIRA,2020,Controlador,BR-101,SC,"373,000",Içara,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,717139","-49,232194",110
602,VIA COSTEIRA,2020,Controlador,BR-101,SC,"387,700",Içara,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,793556","-49,351972",110
603,VIA COSTEIRA,2020,Controlador,BR-101,SC,"391,940",Criciúma,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,813111","-49,389139",110
604,VIA COSTEIRA,2020,Controlador,BR-101,SC,"400,700",Maracajá,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,869556","-49,450889",110
605,VIA COSTEIRA,2020,Controlador,BR-101,SC,"407,500",Araranguá,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,920083","-49,490417",110
606,VIA COSTEIRA,2020,Controlador,BR-101,SC,"410,800",Araranguá,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,934750","-49,518167",110
607,VIA COSTEIRA,2020,Controlador,BR-101,SC,"411,000",Araranguá,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,936222","-49,519306",110
608,VIA COSTEIRA,2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,944000","-49,527806",110
609,VIA COSTEIRA,2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,944000","-49,527806",110
610,VIA COSTEIRA,2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-28,972333","-49,528861",110
611,VIA COSTEIRA,2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,972333","-49,528861",110
612,VIA COSTEIRA,2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,084694","-49,630556",110
613,VIA COSTEIRA,2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,084694","-49,630556",110
614,VIA COSTEIRA,2020,Controlador,BR-101,SC,"445,600",Santa Rosa do Sul,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,148556","-49,724806",110
615,VIA COSTEIRA,2020,Controlador,BR-101,SC,"445,600",Santa Rosa do Sul,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,148556","-49,724806",110
616,VIA SUL,2019,Controlador,BR-290,RS,"10,000",Osório,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,891524","-50,374100",110
617,VIA SUL,2019,Controlador,BR-290,RS,"10,001",Osório,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,891572","-50,374095",110
618,VIA SUL,2019,Controlador,BR-290,RS,"31,000",Santo Antônio da Patrulha,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,884016","-50,565478",110
619,VIA SUL,2019,Controlador,BR-290,RS,"31,001",Santo Antônio da Patrulha,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,884067","-50,565498",110
620,VIA SUL,2019,Controlador,BR-290,RS,"70,900",Gravataí,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,951371","-50,965540",110
621,VIA SUL,2019,Controlador,BR-290,RS,"70,901",Gravataí,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,951409","-50,965520",110
622,VIA SUL,2019,Controlador,BR-290,RS,"91,000",Porto Alegre,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,968781","-51,167917",100
623,VIA SUL,2019,Controlador,BR-290,RS,"92,500",Porto Alegre,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,971188","-51,182885",100
624,VIA SUL,2019,Controlador,BR-448,RS,"4,100",Esteio,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,845924","-51,203898",100
625,VIA SUL,2019,Controlador,BR-448,RS,"4,101",Esteio,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,846137","-51,203835",100
626,VIA SUL,2019,Controlador,BR-386,RS,"415,126",Montenegro,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,818095","-51,470924",100
627,VIA SUL,2019,Controlador,BR-386,RS,"415,127",Montenegro,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,817980","-51,470985",100
628,VIA SUL,2019,Controlador,BR-101,RS,"57,600",Maquiné,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,662472","-50,133248",100
629,VIA SUL,2019,Controlador,BR-101,RS,"71,800",Osório,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,761297","-50,217864",100
630,VIA SUL,2019,Redutor,BR-101,RS,"86,200",Osório,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,879663","-50,261308",80
631,VIA SUL,2019,Controlador,BR-101,RS,"4,700",Torres,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,337014","-49,785164",100
632,VIA SUL,2019,Controlador,BR-101,RS,"15,500",Dom Pedro de Alcântara,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,410162","-49,857806",100
633,VIA SUL,2019,Controlador,BR-386,RS,"443,000",Canoas,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,889403","-51,212150",100
634,VIA SUL,2019,Redutor,BR-386,RS,"434,600",Nova Santa Rita,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,846361","-51,276471",60
635,VIA SUL,2019,Controlador,BR-386,RS,"405,300",Montenegro,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-29,780227","-51,552887",100
636,VIA SUL,2019,Redutor,BR-386,RS,"388,000",Triunfo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,695129","-51,693235",60
637,VIA SUL,2019,Controlador,BR-386,RS,"367,400",Fazenda Vilanova,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,581164","-51,841074",100
638,VIA SUL,2019,Controlador,BR-386,RS,"305,000",Pouso Novo,Principal,Crescente,Ativo,01/01/1900 00:00:00,"-29,189548","-52,188429",60
639,VIA SUL,2019,Redutor,BR-386,RS,"270,800",Fontoura Xavier,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,978289","-52,367937",60
640,VIA SUL,2019,Controlador,BR-386,RS,"245,200",Soledade,Principal,Decrescente,Ativo,01/01/1900 00:00:00,"-28,803798","-52,507508",60
